game_id,school,sport,game_dt,season_type,opponent,result,team_points,opp_points,ot,rank,opponent_rank,end_inc_window,attendance
317,michigan,basketball,,regular,Northwestern,L,60,74,,-,,,
318,michigan,basketball,,regular,Minnesota (15),L,64,69,,-,15.0,,
319,michigan,basketball,,regular,Michigan State (25),W,61,57,,-,25.0,,
320,michigan,basketball,,regular,Iowa,W,87,73,,-,,,
321,michigan,basketball,,regular,Ohio State (1),L,53,62,,-,1.0,,
322,michigan,basketball,,regular,Penn State,W,65,62,,-,,,
323,michigan,basketball,,regular,Northwestern,W,75,66,,-,,,
324,michigan,basketball,,regular,Indiana,W,73,69,,-,,,
325,michigan,basketball,,regular,Illinois,L,52,54,,-,,,
326,michigan,basketball,,regular,Iowa,W,75,72,OT,-,,,
327,michigan,basketball,,regular,Wisconsin (12),L,52,53,,-,12.0,,
328,michigan,basketball,,regular,Minnesota,W,70,63,,-,,,
329,michigan,basketball,,regular,Michigan State,W,70,63,,-,,,
330,michigan,basketball,,CTOURN,Illinois,W,60,55,,-,,,
331,michigan,basketball,,CTOURN,Ohio State (1),L,61,68,,-,1.0,,
332,michigan,basketball,,NCAA,Tennessee,W,75,45,,,,,
333,michigan,basketball,,NCAA,Duke (3),L,71,73,,,3.0,,
334,michigan,basketball,,regular,Ferris State,W,59,33,,18,,,
335,michigan,basketball,,regular,Towson,W,64,47,,17,,,
336,michigan,basketball,,regular,Western Illinois,W,59,55,,17,,,
337,michigan,basketball,,regular,Memphis (8),W,73,61,,15,8.0,,
338,michigan,basketball,,regular,Duke (6),L,75,82,,15,6.0,,
339,michigan,basketball,,regular,UCLA,W,79,63,,15,,,
340,michigan,basketball,,regular,Virginia,L,58,70,,14,,,
341,michigan,basketball,,regular,Iowa State,W,76,66,,14,,,
342,michigan,basketball,,regular,Oakland,W,90,80,,20,,,
343,michigan,basketball,,regular,Arkansas-Pine Bluff,W,63,50,,20,,,
344,michigan,basketball,,regular,Alabama A&M,W,87,57,,20,,,
345,michigan,basketball,,regular,Bradley,W,77,66,,20,,,
346,michigan,basketball,,regular,Penn State,W,71,53,,18,,,
347,michigan,basketball,,regular,Minnesota,W,61,56,,18,,,
348,michigan,basketball,,regular,Indiana (12),L,71,73,,16,12.0,,
349,michigan,basketball,,regular,Wisconsin (18),W,59,41,,16,18.0,,
350,michigan,basketball,,regular,Northwestern,W,66,64,OT,13,,,
351,michigan,basketball,,regular,Iowa,L,59,75,,13,,,
352,michigan,basketball,,regular,Michigan State (9),W,60,59,,20,9.0,,
353,michigan,basketball,,regular,Arkansas,L,64,66,,20,,,
354,michigan,basketball,,regular,Purdue,W,66,64,,20,,,
355,michigan,basketball,,regular,Ohio State (4),L,49,64,,20,4.0,,
356,michigan,basketball,,regular,Indiana (20),W,68,56,,23,20.0,,
357,michigan,basketball,,regular,Michigan State (9),L,54,64,,23,9.0,,
358,michigan,basketball,,regular,Nebraska,W,62,46,,22,,,
359,michigan,basketball,,regular,Illinois,W,70,61,,22,,,
360,michigan,basketball,,regular,Ohio State (6),W,56,51,,17,6.0,,
361,michigan,basketball,,regular,Northwestern,W,67,55,OT,11,,,
362,michigan,basketball,,regular,Purdue,L,61,75,,11,,,
363,michigan,basketball,,regular,Illinois,W,72,61,,13,,,
364,michigan,basketball,,regular,Penn State,W,71,65,,13,,,
365,michigan,basketball,,CTOURN,Minnesota,W,73,69,OT,10,,,
366,michigan,basketball,,CTOURN,Ohio State (7),L,55,77,,10,7.0,,
367,michigan,basketball,,NCAA,Ohio,L,60,65,,,,,
368,michigan,basketball,,regular,Slippery Rock,W,100,62,,5,,,
369,michigan,basketball,,regular,IUPUI,W,91,54,,5,,,
370,michigan,basketball,,regular,Cleveland State,W,77,47,,5,,,
371,michigan,basketball,,regular,Pittsburgh,W,67,62,,4,,,
372,michigan,basketball,,regular,Kansas State,W,71,57,,4,,,
373,michigan,basketball,,regular,NC State (18),W,79,72,,3,18.0,,
374,michigan,basketball,,regular,Bradley,W,74,66,,3,,,
375,michigan,basketball,,regular,Western Michigan,W,73,41,,3,,,
376,michigan,basketball,,regular,Arkansas,W,80,67,,3,,,
377,michigan,basketball,,regular,Binghamton,W,67,39,,3,,,
378,michigan,basketball,,regular,West Virginia,W,81,66,,3,,,
379,michigan,basketball,,regular,Eastern Michigan,W,93,54,,2,,,
380,michigan,basketball,,regular,Central Michigan,W,88,73,,2,,,
381,michigan,basketball,,regular,Northwestern,W,94,66,,2,,,
382,michigan,basketball,,regular,Iowa,W,95,67,,2,,,
383,michigan,basketball,,regular,Nebraska,W,62,47,,2,,,
384,michigan,basketball,,regular,Ohio State (15),L,53,56,,2,15.0,,
385,michigan,basketball,,regular,Minnesota (9),W,83,75,,5,9.0,,
386,michigan,basketball,,regular,Purdue,W,68,53,,2,,,
387,michigan,basketball,,regular,Illinois,W,74,60,,2,,,
388,michigan,basketball,,regular,Northwestern,W,68,46,,1,,,
389,michigan,basketball,,regular,Indiana (3),L,73,81,,1,3.0,,
390,michigan,basketball,,regular,Ohio State (10),W,76,74,OT,3,10.0,,
391,michigan,basketball,,regular,Wisconsin,L,62,65,OT,3,,,
392,michigan,basketball,,regular,Michigan State (8),L,52,75,,4,8.0,,
393,michigan,basketball,,regular,Penn State,W,79,71,,4,,,
394,michigan,basketball,,regular,Illinois,W,71,58,,7,,,
395,michigan,basketball,,regular,Penn State,L,78,84,,4,,,
396,michigan,basketball,,regular,Michigan State (9),W,58,57,,4,9.0,,
397,michigan,basketball,,regular,Purdue,W,80,75,,7,,,
398,michigan,basketball,,regular,Indiana (2),L,71,72,,7,2.0,,
399,michigan,basketball,,CTOURN,Penn State,W,83,66,,6,,,
400,michigan,basketball,,CTOURN,Wisconsin (22),L,59,68,,6,22.0,,
401,michigan,basketball,,NCAA,South Dakota State,W,71,56,,,,,
402,michigan,basketball,,NCAA,Virginia Commonwealth,W,78,53,,,,,
403,michigan,basketball,,NCAA,Kansas (3),W,87,85,OT,,3.0,,
404,michigan,basketball,,NCAA,Florida (14),W,79,59,,,14.0,,
405,michigan,basketball,,NCAA,Syracuse (16),W,61,56,,,16.0,,
406,michigan,basketball,,NCAA,Louisville (2),L,76,82,,,2.0,,
407,michigan,basketball,,regular,Massachusetts-Lowell,W,69,42,,7,,,
408,michigan,basketball,,regular,South Carolina State,W,93,59,,7,,,
409,michigan,basketball,,regular,Iowa State,L,70,77,,7,,,
410,michigan,basketball,,regular,Long Beach State,W,85,61,,15,,,
411,michigan,basketball,,regular,Florida State,W,82,80,OT,15,,,
412,michigan,basketball,,regular,Charlotte,L,61,63,,15,,,
413,michigan,basketball,,regular,Coppin State,W,87,45,,22,,,
414,michigan,basketball,,regular,Duke (10),L,69,79,,22,10.0,,
415,michigan,basketball,,regular,Houston Baptist,W,107,53,,22,,,
416,michigan,basketball,,regular,Arizona (1),L,70,72,,-,1.0,,
417,michigan,basketball,,regular,Stanford,W,68,65,,-,,,
418,michigan,basketball,,regular,Holy Cross,W,88,66,,-,,,
419,michigan,basketball,,regular,Minnesota,W,63,60,,-,,,
420,michigan,basketball,,regular,Northwestern,W,74,51,,-,,,
421,michigan,basketball,,regular,Nebraska,W,71,70,,-,,,
422,michigan,basketball,,regular,Penn State,W,80,67,,-,,,
423,michigan,basketball,,regular,Wisconsin (3),W,77,70,,-,3.0,,
424,michigan,basketball,,regular,Iowa (10),W,75,67,,21,10.0,,
425,michigan,basketball,,regular,Michigan State (3),W,80,75,,21,3.0,,
426,michigan,basketball,,regular,Purdue,W,75,66,,10,,,
427,michigan,basketball,,regular,Indiana,L,52,63,,10,,,
428,michigan,basketball,,regular,Nebraska,W,79,50,,10,,,
429,michigan,basketball,,regular,Iowa (17),L,67,85,,10,17.0,,
430,michigan,basketball,,regular,Ohio State (22),W,70,60,,15,22.0,,
431,michigan,basketball,,regular,Wisconsin (21),L,62,75,,15,21.0,,
432,michigan,basketball,,regular,Michigan State (13),W,79,70,,20,13.0,,
433,michigan,basketball,,regular,Purdue,W,77,76,OT,16,,,
434,michigan,basketball,,regular,Minnesota,W,66,56,,16,,,
435,michigan,basketball,,regular,Illinois,W,84,53,,12,,,
436,michigan,basketball,,regular,Indiana,W,84,80,,12,,,
437,michigan,basketball,,CTOURN,Illinois,W,64,63,,8,,,
438,michigan,basketball,,CTOURN,Ohio State (24),W,72,69,,8,24.0,,
439,michigan,basketball,,CTOURN,Michigan State (22),L,55,69,,8,22.0,,
440,michigan,basketball,,NCAA,Wofford,W,57,40,,,,,
441,michigan,basketball,,NCAA,Texas,W,79,65,,,,,
442,michigan,basketball,,NCAA,Tennessee,W,73,71,,,,,
443,michigan,basketball,,NCAA,Kentucky,L,72,75,,,,,
444,michigan,basketball,2014-11-15 14:00:00,regular,Hillsdale,W,92,68,,24,,2014-11-16 00:00:00,
445,michigan,basketball,2014-11-17 20:00:00,regular,Bucknell,W,77,53,,24,,2014-11-18 06:00:00,
446,michigan,basketball,2014-11-20 18:00:00,regular,Detroit Mercy,W,71,62,,24,,2014-11-21 04:00:00,
447,michigan,basketball,2014-11-24 21:45:00,regular,Oregon,W,70,63,,19,,2014-11-25 07:45:00,
448,michigan,basketball,2014-11-25 22:15:00,regular,Villanova (12),L,55,60,,19,12.0,2014-11-26 08:15:00,
449,michigan,basketball,2014-11-29 16:00:00,regular,Nicholls State,W,91,62,,19,,2014-11-30 02:00:00,
450,michigan,basketball,2014-12-02 19:30:00,regular,Syracuse,W,68,65,,17,,2014-12-03 05:30:00,
451,michigan,basketball,2014-12-06 12:00:00,regular,NJIT,L,70,72,,17,,2014-12-06 22:00:00,
452,michigan,basketball,2014-12-09 21:00:00,regular,Eastern Michigan,L,42,45,,-,,2014-12-10 07:00:00,
453,michigan,basketball,2014-12-13 17:15:00,regular,Arizona (3),L,53,80,,-,3.0,2014-12-14 03:15:00,
454,michigan,basketball,2014-12-20 12:00:00,regular,Southern Methodist,L,51,62,,-,,2014-12-20 22:00:00,
455,michigan,basketball,2014-12-22 20:00:00,regular,Coppin State,W,72,56,,-,,2014-12-23 06:00:00,
456,michigan,basketball,2014-12-30 15:00:00,regular,Illinois,W,73,65,OT,-,,2014-12-31 01:00:00,
457,michigan,basketball,2015-01-03 14:15:00,regular,Purdue,L,51,64,,-,,2015-01-04 00:15:00,
458,michigan,basketball,2015-01-06 19:00:00,regular,Penn State,W,73,64,,-,,2015-01-07 05:00:00,
459,michigan,basketball,2015-01-10 13:00:00,regular,Minnesota,W,62,57,,-,,2015-01-10 23:00:00,
460,michigan,basketball,2015-01-13 19:00:00,regular,Ohio State,L,52,71,,-,,2015-01-14 05:00:00,
461,michigan,basketball,2015-01-17 20:15:00,regular,Northwestern,W,56,54,,-,,2015-01-18 06:15:00,
462,michigan,basketball,2015-01-20 18:30:00,regular,Rutgers,W,54,50,,-,,2015-01-21 04:30:00,
463,michigan,basketball,2015-01-24 19:00:00,regular,Wisconsin (6),L,64,69,OT,-,6.0,2015-01-25 05:00:00,
464,michigan,basketball,2015-01-27 19:00:00,regular,Nebraska,W,58,44,,-,,2015-01-28 05:00:00,
465,michigan,basketball,2015-02-01 13:00:00,regular,Michigan State,L,66,76,OT,-,,2015-02-01 23:00:00,
466,michigan,basketball,2015-02-05 19:00:00,regular,Iowa,L,54,72,,-,,2015-02-06 05:00:00,
467,michigan,basketball,2015-02-08 13:00:00,regular,Indiana,L,67,70,,-,,2015-02-08 23:00:00,
468,michigan,basketball,2015-02-12 21:00:00,regular,Illinois,L,52,64,OT,-,,2015-02-13 07:00:00,
469,michigan,basketball,2015-02-17 21:00:00,regular,Michigan State,L,67,80,,-,,2015-02-18 07:00:00,
470,michigan,basketball,2015-02-22 13:00:00,regular,Ohio State (24),W,64,57,,-,24.0,2015-02-22 23:00:00,
471,michigan,basketball,2015-02-28 12:00:00,regular,Maryland (14),L,56,66,,-,14.0,2015-02-28 22:00:00,
472,michigan,basketball,2015-03-03 21:00:00,regular,Northwestern,L,78,82,2OT,-,,2015-03-04 07:00:00,
473,michigan,basketball,2015-03-07 14:15:00,regular,Rutgers,W,79,69,,-,,2015-03-08 00:15:00,
474,michigan,basketball,2015-03-12 12:00:00,CTOURN,Illinois,W,73,55,,-,,2015-03-12 22:00:00,
475,michigan,basketball,2015-03-13 12:00:00,CTOURN,Wisconsin (6),L,60,71,,-,6.0,2015-03-13 22:00:00,
476,michigan,basketball,2015-11-13 19:00:00,regular,Northern Michigan,W,70,44,,25,,2015-11-14 05:00:00,
477,michigan,basketball,2015-11-16 19:00:00,regular,Elon,W,88,68,,24,,2015-11-17 05:00:00,
478,michigan,basketball,2015-11-20 21:00:00,regular,Xavier,L,70,86,,24,,2015-11-21 07:00:00,
479,michigan,basketball,2015-11-25 21:30:00,regular,Connecticut (18),L,60,74,,-,18.0,2015-11-26 07:30:00,
480,michigan,basketball,2015-11-26 21:30:00,regular,Charlotte,W,102,47,,-,,2015-11-27 07:30:00,
481,michigan,basketball,2015-11-27 19:00:00,regular,Texas,W,78,72,,-,,2015-11-28 05:00:00,
482,michigan,basketball,2015-12-01 19:00:00,regular,NC State,W,66,59,,-,,2015-12-02 05:00:00,
483,michigan,basketball,2015-12-05 14:00:00,regular,Houston Baptist,W,82,57,,-,,2015-12-06 00:00:00,
484,michigan,basketball,2015-12-08 21:00:00,regular,Southern Methodist (19),L,58,82,,-,19.0,2015-12-09 07:00:00,
485,michigan,basketball,2015-12-12 12:00:00,regular,Delaware State,W,80,33,,-,,2015-12-12 22:00:00,
486,michigan,basketball,2015-12-15 19:00:00,regular,Northern Kentucky,W,77,62,,-,,2015-12-16 05:00:00,
487,michigan,basketball,2015-12-19 18:00:00,regular,Youngstown State,W,105,46,,-,,2015-12-20 04:00:00,
488,michigan,basketball,2015-12-23 19:00:00,regular,Bryant,W,96,60,,-,,2015-12-24 05:00:00,
489,michigan,basketball,2015-12-30 15:00:00,regular,Illinois,W,78,68,,-,,2015-12-31 01:00:00,
490,michigan,basketball,2016-01-02 12:00:00,regular,Penn State,W,79,56,,-,,2016-01-02 22:00:00,
491,michigan,basketball,2016-01-07 19:00:00,regular,Purdue (20),L,70,87,,-,20.0,2016-01-08 05:00:00,
492,michigan,basketball,2016-01-12 21:00:00,regular,Maryland (3),W,70,67,,-,3.0,2016-01-13 07:00:00,
493,michigan,basketball,2016-01-17 16:30:00,regular,Iowa (16),L,71,82,,-,16.0,2016-01-18 02:30:00,
494,michigan,basketball,2016-01-20 20:30:00,regular,Minnesota,W,74,69,,-,,2016-01-21 06:30:00,
495,michigan,basketball,2016-01-23 14:00:00,regular,Nebraska,W,81,68,,-,,2016-01-24 00:00:00,
496,michigan,basketball,2016-01-27 19:00:00,regular,Rutgers,W,68,57,,-,,2016-01-28 05:00:00,
497,michigan,basketball,2016-01-30 12:00:00,regular,Penn State,W,79,72,,-,,2016-01-30 22:00:00,
498,michigan,basketball,2016-02-02 21:00:00,regular,Indiana (22),L,67,80,,-,22.0,2016-02-03 07:00:00,
499,michigan,basketball,2016-02-06 14:00:00,regular,Michigan State (10),L,73,89,,-,10.0,2016-02-07 00:00:00,
500,michigan,basketball,2016-02-10 21:00:00,regular,Minnesota,W,82,74,,-,,2016-02-11 07:00:00,
501,michigan,basketball,2016-02-13 14:00:00,regular,Purdue (18),W,61,56,,-,18.0,2016-02-14 00:00:00,
502,michigan,basketball,2016-02-16 19:00:00,regular,Ohio State,L,66,76,,-,,2016-02-17 05:00:00,
503,michigan,basketball,2016-02-21 13:00:00,regular,Maryland (6),L,82,86,,-,6.0,2016-02-21 23:00:00,
504,michigan,basketball,2016-02-24 19:00:00,regular,Northwestern,W,72,63,,-,,2016-02-25 05:00:00,
505,michigan,basketball,2016-02-28 18:00:00,regular,Wisconsin,L,57,68,,-,,2016-02-29 04:00:00,
506,michigan,basketball,2016-03-05 20:00:00,regular,Iowa (16),L,61,71,,-,16.0,2016-03-06 06:00:00,
507,michigan,basketball,2016-03-10 12:00:00,CTOURN,Northwestern,W,72,70,OT,-,,2016-03-10 22:00:00,
508,michigan,basketball,2016-03-11 12:00:00,CTOURN,Indiana (10),W,72,69,,-,10.0,2016-03-11 22:00:00,
509,michigan,basketball,2016-03-12 13:00:00,CTOURN,Purdue (13),L,59,76,,-,13.0,2016-03-12 23:00:00,
510,michigan,basketball,2016-03-16 21:10:00,NCAA,Tulsa,W,67,62,,,,2016-03-17 07:10:00,
511,michigan,basketball,2016-03-18 22:12:00,NCAA,Notre Dame,L,63,70,,,,2016-03-19 08:12:00,
512,michigan,basketball,2016-11-11 21:00:00,regular,Howard,W,76,58,,-,,2016-11-12 07:00:00,
513,michigan,basketball,2016-11-13 12:00:00,regular,IUPUI,W,77,65,,-,,2016-11-13 22:00:00,
514,michigan,basketball,2016-11-17 21:30:00,regular,Marquette,W,79,61,,-,,2016-11-18 07:30:00,
515,michigan,basketball,2016-11-18 19:00:00,regular,Southern Methodist,W,76,54,,-,,2016-11-19 05:00:00,
516,michigan,basketball,2016-11-23 17:00:00,regular,South Carolina,L,46,61,,25,,2016-11-24 03:00:00,
517,michigan,basketball,2016-11-26 19:00:00,regular,Mount St. Mary's,W,64,47,,25,,2016-11-27 05:00:00,
518,michigan,basketball,2016-11-30 19:15:00,regular,Virginia Tech,L,70,73,,-,,2016-12-01 05:15:00,
519,michigan,basketball,2016-12-03 13:00:00,regular,Kennesaw State,W,82,55,,-,,2016-12-03 23:00:00,
520,michigan,basketball,2016-12-06 21:00:00,regular,Texas,W,53,50,,-,,2016-12-07 07:00:00,
521,michigan,basketball,2016-12-10 20:00:00,regular,UCLA (2),L,84,102,,-,2.0,2016-12-11 06:00:00,
522,michigan,basketball,2016-12-13 21:00:00,regular,Central Arkansas,W,97,53,,-,,2016-12-14 07:00:00,
523,michigan,basketball,2016-12-17 15:00:00,regular,Maryland-Eastern Shore,W,98,49,,-,,2016-12-18 01:00:00,
524,michigan,basketball,2016-12-22 19:00:00,regular,Furman,W,68,62,,-,,2016-12-23 05:00:00,
525,michigan,basketball,2017-01-01 14:15:00,regular,Iowa,L,83,86,OT,-,,2017-01-02 00:15:00,
526,michigan,basketball,2017-01-04 20:30:00,regular,Penn State,W,72,69,,-,,2017-01-05 06:30:00,
527,michigan,basketball,2017-01-07 15:15:00,regular,Maryland,L,70,77,,-,,2017-01-08 01:15:00,
528,michigan,basketball,2017-01-11 21:00:00,regular,Illinois,L,69,85,,-,,2017-01-12 07:00:00,
529,michigan,basketball,2017-01-14 14:00:00,regular,Nebraska,W,91,85,,-,,2017-01-15 00:00:00,
530,michigan,basketball,2017-01-17 21:00:00,regular,Wisconsin (17),L,64,68,,-,17.0,2017-01-18 07:00:00,
531,michigan,basketball,2017-01-21 14:15:00,regular,Illinois,W,66,57,,-,,2017-01-22 00:15:00,
532,michigan,basketball,2017-01-26 21:00:00,regular,Indiana,W,90,60,,-,,2017-01-27 07:00:00,
533,michigan,basketball,2017-01-29 13:00:00,regular,Michigan State,L,62,70,,-,,2017-01-29 23:00:00,
534,michigan,basketball,2017-02-04 18:00:00,regular,Ohio State,L,66,70,,-,,2017-02-05 04:00:00,
535,michigan,basketball,2017-02-07 21:00:00,regular,Michigan State,W,86,57,,-,,2017-02-08 07:00:00,
536,michigan,basketball,2017-02-12 13:00:00,regular,Indiana,W,75,63,,-,,2017-02-12 23:00:00,
537,michigan,basketball,2017-02-16 19:00:00,regular,Wisconsin (11),W,64,58,,-,11.0,2017-02-17 05:00:00,
538,michigan,basketball,2017-02-19 19:00:00,regular,Minnesota,L,78,83,OT,-,,2017-02-20 05:00:00,
539,michigan,basketball,2017-02-22 18:30:00,regular,Rutgers,W,68,64,,-,,2017-02-23 04:30:00,
540,michigan,basketball,2017-02-25 16:00:00,regular,Purdue (14),W,82,70,,-,14.0,2017-02-26 02:00:00,
541,michigan,basketball,2017-03-01 19:00:00,regular,Northwestern,L,65,67,,-,,2017-03-02 05:00:00,
542,michigan,basketball,2017-03-05 20:00:00,regular,Nebraska,W,93,57,,-,,2017-03-06 06:00:00,
543,michigan,basketball,2017-03-09 12:00:00,CTOURN,Illinois,W,75,55,,-,,2017-03-09 22:00:00,
544,michigan,basketball,2017-03-10 12:00:00,CTOURN,Purdue (13),W,74,70,OT,-,13.0,2017-03-10 22:00:00,
545,michigan,basketball,2017-03-11 13:00:00,CTOURN,Minnesota,W,84,77,,-,,2017-03-11 23:00:00,
546,michigan,basketball,2017-03-12 15:00:00,CTOURN,Wisconsin (24),W,71,56,,-,24.0,2017-03-13 01:00:00,
547,michigan,basketball,2017-03-17 12:15:00,NCAA,Oklahoma State,W,92,91,,,,2017-03-17 22:15:00,
548,michigan,basketball,2017-03-19 12:10:00,NCAA,Louisville (10),W,73,69,,,10.0,2017-03-19 22:10:00,
549,michigan,basketball,2017-03-23 19:09:00,NCAA,Oregon (9),L,68,69,,,9.0,2017-03-24 05:09:00,
550,michigan,basketball,2017-11-11 19:30:00,regular,North Florida,W,86,66,,-,,2017-11-12 05:30:00,
551,michigan,basketball,2017-11-13 19:00:00,regular,Central Michigan,W,72,65,,-,,2017-11-14 05:00:00,
552,michigan,basketball,2017-11-16 19:00:00,regular,Southern Mississippi,W,61,47,,-,,2017-11-17 05:00:00,
553,michigan,basketball,2017-11-20 23:00:00,regular,Louisiana State,L,75,77,,-,,2017-11-21 09:00:00,
554,michigan,basketball,2017-11-21 20:00:00,regular,Chaminade,W,102,64,,-,,2017-11-22 06:00:00,
555,michigan,basketball,2017-11-22 17:00:00,regular,Virginia Commonwealth,W,68,60,,-,,2017-11-23 03:00:00,
556,michigan,basketball,2017-11-26 16:00:00,regular,UC Riverside,W,87,42,,-,,2017-11-27 02:00:00,
557,michigan,basketball,2017-11-29 19:30:00,regular,North Carolina (13),L,71,86,,-,13.0,2017-11-30 05:30:00,
558,michigan,basketball,2017-12-02 12:30:00,regular,Indiana,W,69,55,,-,,2017-12-02 22:30:00,
559,michigan,basketball,2017-12-04 18:30:00,regular,Ohio State,L,62,71,,-,,2017-12-05 04:30:00,
560,michigan,basketball,2017-12-09 12:00:00,regular,UCLA,W,78,69,OT,-,,2017-12-09 22:00:00,
561,michigan,basketball,2017-12-12 21:00:00,regular,Texas,W,59,52,,-,,2017-12-13 07:00:00,
562,michigan,basketball,2017-12-16 12:00:00,regular,Detroit Mercy,W,90,58,,-,,2017-12-16 22:00:00,
563,michigan,basketball,2017-12-21 21:00:00,regular,Alabama A&M,W,97,47,,-,,2017-12-22 07:00:00,
564,michigan,basketball,2017-12-30 18:00:00,regular,Jacksonville,W,76,51,,-,,2017-12-31 04:00:00,
565,michigan,basketball,2018-01-02 19:00:00,regular,Iowa,W,75,68,,-,,2018-01-03 05:00:00,
566,michigan,basketball,2018-01-06 12:00:00,regular,Illinois,W,79,69,,-,,2018-01-06 22:00:00,
567,michigan,basketball,2018-01-09 21:00:00,regular,Purdue (5),L,69,70,,-,5.0,2018-01-10 07:00:00,
568,michigan,basketball,2018-01-13 12:00:00,regular,Michigan State (4),W,82,72,,-,4.0,2018-01-13 22:00:00,
569,michigan,basketball,2018-01-15 18:30:00,regular,Maryland,W,68,67,,23,,2018-01-16 04:30:00,
570,michigan,basketball,2018-01-18 21:00:00,regular,Nebraska,L,52,72,,23,,2018-01-19 07:00:00,
571,michigan,basketball,2018-01-21 12:00:00,regular,Rutgers,W,62,47,,23,,2018-01-21 22:00:00,
572,michigan,basketball,2018-01-25 19:00:00,regular,Purdue (3),L,88,92,,25,3.0,2018-01-26 05:00:00,
573,michigan,basketball,2018-01-29 19:00:00,regular,Northwestern,W,58,47,,24,,2018-01-30 05:00:00,
574,michigan,basketball,2018-02-03 14:30:00,regular,Minnesota,W,76,73,OT,24,,2018-02-04 00:30:00,
575,michigan,basketball,2018-02-06 19:00:00,regular,Northwestern,L,52,61,,20,,2018-02-07 05:00:00,
576,michigan,basketball,2018-02-11 13:00:00,regular,Wisconsin,W,83,72,,20,,2018-02-11 23:00:00,
577,michigan,basketball,2018-02-14 18:30:00,regular,Iowa,W,74,59,,22,,2018-02-15 04:30:00,
578,michigan,basketball,2018-02-18 13:00:00,regular,Ohio State (8),W,74,62,,22,8.0,2018-02-18 23:00:00,
579,michigan,basketball,2018-02-21 19:00:00,regular,Penn State,W,72,63,,17,,2018-02-22 05:00:00,
580,michigan,basketball,2018-02-24 12:00:00,regular,Maryland,W,85,61,,17,,2018-02-24 22:00:00,
581,michigan,basketball,2018-03-01 14:25:00,CTOURN,Iowa,W,77,71,OT,15,,2018-03-02 00:25:00,
582,michigan,basketball,2018-03-02 14:30:00,CTOURN,Nebraska,W,77,58,,15,,2018-03-03 00:30:00,
583,michigan,basketball,2018-03-03 14:00:00,CTOURN,Michigan State (2),W,75,64,,15,2.0,2018-03-04 00:00:00,
584,michigan,basketball,2018-03-04 16:30:00,CTOURN,Purdue (8),W,75,66,,15,8.0,2018-03-05 02:30:00,
585,michigan,basketball,2018-03-15 21:50:00,NCAA,Montana,W,61,47,,,,2018-03-16 07:50:00,
586,michigan,basketball,2018-03-17 21:40:00,NCAA,Houston (21),W,64,63,,,21.0,2018-03-18 07:40:00,
587,michigan,basketball,2018-03-22 19:37:00,NCAA,Texas A&M,W,99,72,,,,2018-03-23 05:37:00,
588,michigan,basketball,2018-03-24 20:49:00,NCAA,Florida State,W,58,54,,,,2018-03-25 06:49:00,
589,michigan,basketball,2018-03-31 18:09:00,NCAA,Loyola (IL),W,69,57,,,,2018-04-01 04:09:00,
590,michigan,basketball,2018-04-02 21:20:00,NCAA,Villanova (2),L,62,79,,,2.0,2018-04-03 07:20:00,
591,michigan,basketball,2018-11-06 20:30:00,regular,Norfolk State,W,63,44,,19,,2018-11-07 06:30:00,
592,michigan,basketball,2018-11-10 19:30:00,regular,Holy Cross,W,56,37,,19,,2018-11-11 05:30:00,
593,michigan,basketball,2018-11-14 18:30:00,regular,Villanova (8),W,73,46,,18,8.0,2018-11-15 04:30:00,
594,michigan,basketball,2018-11-17 12:00:00,regular,George Washington,W,84,61,,18,,2018-11-17 22:00:00,
595,michigan,basketball,2018-11-18 13:30:00,regular,Providence,W,66,47,,18,,2018-11-18 23:30:00,
596,michigan,basketball,2018-11-23 16:00:00,regular,Chattanooga,W,83,55,,9,,2018-11-24 02:00:00,
597,michigan,basketball,2018-11-28 21:30:00,regular,North Carolina (11),W,84,67,,7,11.0,2018-11-29 07:30:00,
598,michigan,basketball,2018-12-01 15:30:00,regular,Purdue (19),W,76,57,,7,19.0,2018-12-02 01:30:00,
599,michigan,basketball,2018-12-04 21:00:00,regular,Northwestern,W,62,60,,5,,2018-12-05 07:00:00,
600,michigan,basketball,2018-12-08 12:00:00,regular,South Carolina,W,89,78,,5,,2018-12-08 22:00:00,
601,michigan,basketball,2018-12-15 14:00:00,regular,Western Michigan,W,70,62,,5,,2018-12-16 00:00:00,
602,michigan,basketball,2018-12-22 16:00:00,regular,Air Force,W,71,50,,4,,2018-12-23 02:00:00,
603,michigan,basketball,2018-12-30 12:00:00,regular,Binghamton,W,74,52,,2,,2018-12-30 22:00:00,
604,michigan,basketball,2019-01-03 19:00:00,regular,Penn State,W,68,55,,2,,2019-01-04 05:00:00,
605,michigan,basketball,2019-01-06 16:30:00,regular,Indiana (21),W,74,63,,2,21.0,2019-01-07 02:30:00,
606,michigan,basketball,2019-01-10 20:00:00,regular,Illinois,W,79,69,,2,,2019-01-11 06:00:00,
607,michigan,basketball,2019-01-13 19:30:00,regular,Northwestern,W,80,60,,2,,2019-01-14 05:30:00,
608,michigan,basketball,2019-01-19 12:00:00,regular,Wisconsin,L,54,64,,2,,2019-01-19 22:00:00,
609,michigan,basketball,2019-01-22 19:00:00,regular,Minnesota,W,59,57,,5,,2019-01-23 05:00:00,
610,michigan,basketball,2019-01-25 18:30:00,regular,Indiana,W,69,46,,5,,2019-01-26 04:30:00,
