,school,sport,gamedate,type,opponent,conf,result,team_points,opp_points,ot,w,l,streak,arena,attendance,rank,gametime,Game String,US State,start_dt,opponent_rank,end_inc_window
436,michigan state,basketball,2011-11-23,REG,Milwaukee,Horizon,W,68,55,,3,2,W 3,Breslin Events Center,0.0,-,,MILWAUKEE,MICH.,2011-11-23 19:00:00,,2011-11-24 05:00:00
437,michigan state,basketball,2011-11-27,REG,Eastern Michigan,MAC,W,72,40,,4,2,W 4,Convocation Center,0.0,-,,EASTERN MICHIGAN,MICH.,2011-11-27 12:00:00,,2011-11-27 22:00:00
438,michigan state,basketball,2011-11-30,REG,Florida State,ACC,W,65,49,,5,2,W 5,Breslin Events Center,0.0,-,,FLORIDA STATE,MICH.,2011-11-30 19:30:00,,2011-12-01 05:30:00
439,michigan state,basketball,2011-12-04,REG,Omaha,,W,110,68,,6,2,W 6,Breslin Events Center,0.0,-,,NEBRASKA-OMAHA,MICH.,2011-12-04 14:00:00,,2011-12-05 00:00:00
440,michigan state,basketball,2011-12-07,REG,Central Connecticut State,NEC,W,89,69,,7,2,W 7,Breslin Events Center,0.0,-,,CENTRAL CONNECTICUT,MICH.,2011-12-07 19:00:00,,2011-12-08 05:00:00
441,michigan state,basketball,2011-12-10,REG,Gonzaga (23),WCC,W,74,67,,8,2,W 8,McCarthey Athletic Center,0.0,-,,GONZAGA,WASH.,2011-12-10 21:00:00,23,2011-12-11 07:00:00
442,michigan state,basketball,2011-12-17,REG,Bowling Green State,MAC,W,74,60,,9,2,W 9,Breslin Events Center,0.0,21,,BOWLING GREEN,MICH.,2011-12-17 19:00:00,,2011-12-18 05:00:00
443,michigan state,basketball,2011-12-19,REG,Kansas City,Summit,W,89,54,,10,2,W 10,Breslin Events Center,0.0,19,,UMKC,MICH.,2011-12-19 20:30:00,,2011-12-20 06:30:00
444,michigan state,basketball,2011-12-22,REG,Lehigh,Patriot,W,90,81,,11,2,W 11,Breslin Events Center,0.0,19,,LEHIGH,MICH.,2011-12-22 21:00:00,,2011-12-23 07:00:00
445,michigan state,basketball,2011-12-28,REG,Indiana (13),Big Ten,W,80,65,,12,2,W 12,Breslin Events Center,0.0,16,,INDIANA,MICH.,2011-12-28 19:30:00,13,2011-12-29 05:30:00
446,michigan state,basketball,2011-12-31,REG,Nebraska,Big Ten,W,68,55,,13,2,W 13,Bob Devaney Sports Center,0.0,16,,NEBRASKA,NEB.,2011-12-31 15:00:00,,2012-01-01 01:00:00
447,michigan state,basketball,2012-01-03,REG,Wisconsin (18),Big Ten,W,63,60,OT,14,2,W 14,Kohl Center,0.0,10,,WISCONSIN,WIS.,2012-01-03 19:00:00,18,2012-01-04 05:00:00
448,michigan state,basketball,2012-01-10,REG,Iowa,Big Ten,W,95,61,,15,2,W 15,Breslin Events Center,0.0,6,,IOWA,MICH.,2012-01-10 19:00:00,,2012-01-11 05:00:00
449,michigan state,basketball,2012-01-14,REG,Northwestern,Big Ten,L,74,81,,15,3,L 1,Welsh-Ryan Arena,0.0,6,,NORTHWESTERN,ILL.,2012-01-14 15:00:00,,2012-01-15 01:00:00
450,michigan state,basketball,2012-01-17,REG,Michigan (20),Big Ten,L,59,60,,15,4,L 2,Crisler Arena,0.0,9,,MICHIGAN,MICH.,2012-01-17 19:00:00,20,2012-01-18 05:00:00
451,michigan state,basketball,2012-01-21,REG,Purdue,Big Ten,W,83,58,,16,4,W 1,Breslin Events Center,0.0,9,,PURDUE,MICH.,2012-01-21 12:00:00,,2012-01-21 22:00:00
452,michigan state,basketball,2012-01-25,REG,Minnesota,Big Ten,W,68,52,,17,4,W 2,Breslin Events Center,0.0,10,,MINNESOTA,MICH.,2012-01-25 20:30:00,,2012-01-26 06:30:00
453,michigan state,basketball,2012-01-31,REG,Illinois,Big Ten,L,41,42,,17,5,L 1,Assembly Hall,0.0,9,,ILLINOIS,ILL.,2012-01-31 19:00:00,,2012-02-01 05:00:00
454,michigan state,basketball,2012-02-05,REG,Michigan (23),Big Ten,W,64,54,,18,5,W 1,Breslin Events Center,0.0,9,,MICHIGAN,MICH.,2012-02-05 13:00:00,23,2012-02-05 23:00:00
455,michigan state,basketball,2012-02-08,REG,Penn State,Big Ten,W,77,57,,19,5,W 2,Breslin Events Center,0.0,11,,PENN STATE,MICH.,2012-02-08 18:30:00,,2012-02-09 04:30:00
456,michigan state,basketball,2012-02-11,REG,Ohio State (3),Big Ten,W,58,48,,20,5,W 3,Value City Arena,0.0,11,,OHIO STATE,OHIO,2012-02-11 18:00:00,3,2012-02-12 04:00:00
457,michigan state,basketball,2012-02-16,REG,Wisconsin (15),Big Ten,W,69,55,,21,5,W 4,Breslin Events Center,0.0,7,,WISCONSIN,MICH.,2012-02-16 19:00:00,15,2012-02-17 05:00:00
458,michigan state,basketball,2012-02-19,REG,Purdue,Big Ten,W,76,62,,22,5,W 5,Mackey Arena,0.0,7,,PURDUE,IND.,2012-02-19 13:00:00,,2012-02-19 23:00:00
459,michigan state,basketball,2012-02-22,REG,Minnesota,Big Ten,W,66,61,,23,5,W 6,Williams Arena,0.0,6,,MINNESOTA,MINN.,2012-02-22 20:30:00,,2012-02-23 06:30:00
460,michigan state,basketball,2012-02-25,REG,Nebraska,Big Ten,W,62,34,,24,5,W 7,Breslin Events Center,0.0,6,,NEBRASKA,MICH.,2012-02-25 20:00:00,,2012-02-26 06:00:00
461,michigan state,basketball,2012-02-28,REG,Indiana (18),Big Ten,L,55,70,,24,6,L 1,Assembly Hall,0.0,5,,INDIANA,IND.,2012-02-28 19:00:00,18,2012-02-29 05:00:00
462,michigan state,basketball,2012-03-04,REG,Ohio State (10),Big Ten,L,70,72,,24,7,L 2,Breslin Events Center,0.0,5,,OHIO STATE,MICH.,2012-03-04 16:00:00,10,2012-03-05 02:00:00
463,michigan state,basketball,2012-03-09,CTOURN,Iowa,Big Ten,W,92,75,,25,7,W 1,Conseco Fieldhouse,0.0,8,,IOWA,IND.,2012-03-09 12:00:00,,2012-03-09 22:00:00
464,michigan state,basketball,2012-03-10,CTOURN,Wisconsin (14),Big Ten,W,65,52,,26,7,W 2,,0.0,8,,WISCONSIN,IND.,2012-03-10 13:40:00,14,2012-03-10 23:40:00
465,michigan state,basketball,2012-03-11,CTOURN,Ohio State (7),Big Ten,W,68,64,,27,7,W 3,,0.0,8,,OHIO STATE,IND.,2012-03-11 15:30:00,7,2012-03-12 01:30:00
466,michigan state,basketball,2012-03-16,NCAA,Long Island University,NEC,W,89,67,,28,7,W 4,Nationwide Arena,0.0,,,LIU BROOKLYN,OHIO,2012-03-16 21:20:00,,2012-03-17 07:20:00
467,michigan state,basketball,2012-03-18,NCAA,Saint Louis,A-10,W,65,61,,29,7,W 5,Nationwide Arena,0.0,,,SAINT LOUIS,OHIO,2012-03-18 14:45:00,,2012-03-19 00:45:00
468,michigan state,basketball,2012-03-22,NCAA,Louisville (17),Big East,L,44,57,,29,8,L 1,US Airways Center,0.0,,,LOUISVILLE,ARIZ.,2012-03-22 19:47:00,17,2012-03-23 05:47:00
469,michigan state,basketball,2012-11-09,REG,Connecticut,Big East,L,62,66,,0,1,L 1,Harry A. Gampel Pavilion,0.0,14,,NORTHWOOD (FLA.) (EXH.),MICH.,2012-11-09 19:00:00,,2012-11-10 05:00:00
470,michigan state,basketball,2012-11-13,REG,Kansas (7),Big 12,W,67,64,,1,1,W 1,Georgia Dome,0.0,21,,ST. CLOUD STATE (EXH.),MICH.,2012-11-13 20:30:00,7,2012-11-14 06:30:00
471,michigan state,basketball,2012-11-18,REG,Texas Southern,SWAC,W,69,41,,2,1,W 2,Breslin Events Center,0.0,21,,CONNECTICUT,GERMANY,2012-11-18 17:30:00,,2012-11-19 03:30:00
472,michigan state,basketball,2012-11-20,REG,Boise State,MWC,W,74,70,,3,1,W 3,Breslin Events Center,0.0,15,,KANSAS,GA.,2012-11-20 19:00:00,,2012-11-21 05:00:00
473,michigan state,basketball,2012-11-23,REG,Oakland,Summit,W,70,52,,4,1,W 4,Breslin Events Center,0.0,15,,TEXAS SOUTHERN,MICH.,2012-11-23 12:00:00,,2012-11-23 22:00:00
474,michigan state,basketball,2012-11-25,REG,Louisiana,Sun Belt,W,63,60,,5,1,W 5,Breslin Events Center,0.0,15,,BOISE STATE,MICH.,2012-11-25 20:00:00,,2012-11-26 06:00:00
475,michigan state,basketball,2012-11-28,REG,Miami (FL),ACC,L,59,67,,5,2,L 1,BankUnited Center,0.0,13,,OAKLAND,MICH.,2012-11-28 20:15:00,,2012-11-29 06:15:00
476,michigan state,basketball,2012-12-01,REG,Nicholls State,Southland,W,84,39,,6,2,W 1,Breslin Events Center,0.0,13,,LOUISIANA-LAFAYETTE,MICH.,2012-12-01 12:00:00,,2012-12-01 22:00:00
477,michigan state,basketball,2012-12-05,REG,Arkansas-Pine Bluff,SWAC,W,76,44,,7,2,W 2,Breslin Events Center,0.0,19,,MIAMI,FLA.,2012-12-05 19:30:00,,2012-12-06 05:30:00
478,michigan state,basketball,2012-12-08,REG,Loyola (IL),Horizon,W,73,61,,8,2,W 3,Breslin Events Center,0.0,19,,LOYOLA CHICAGO,MICH.,2012-12-08 14:00:00,,2012-12-09 00:00:00
479,michigan state,basketball,2012-12-15,REG,Tuskegee,,W,92,56,,9,2,W 4,Breslin Events Center,0.0,19,,TUSKEGEE,MICH.,2012-12-15 21:00:00,,2012-12-16 07:00:00
480,michigan state,basketball,2012-12-18,REG,Bowling Green State,MAC,W,64,53,,10,2,W 5,Stroh Center,0.0,20,,BOWLING GREEN,OHIO,2012-12-18 19:00:00,,2012-12-19 05:00:00
481,michigan state,basketball,2012-12-22,REG,Texas,Big 12,W,67,56,,11,2,W 6,Breslin Events Center,0.0,20,,TEXAS,MICH.,2012-12-22 14:00:00,,2012-12-23 00:00:00
482,michigan state,basketball,2012-12-31,REG,Minnesota (9),Big Ten,L,63,76,,11,3,L 1,Williams Arena,0.0,18,,MINNESOTA,MINN.,2012-12-31 14:00:00,9,2013-01-01 00:00:00
483,michigan state,basketball,2013-01-05,REG,Purdue,Big Ten,W,84,61,,12,3,W 1,Breslin Events Center,0.0,18,,PURDUE,MICH.,2013-01-05 12:00:00,,2013-01-05 22:00:00
484,michigan state,basketball,2013-01-10,REG,Iowa,Big Ten,W,62,59,,13,3,W 2,Carver-Hawkeye Arena,0.0,22,,IOWA,IOWA,2013-01-10 19:00:00,,2013-01-11 05:00:00
485,michigan state,basketball,2013-01-13,REG,Nebraska,Big Ten,W,66,56,,14,3,W 3,Breslin Events Center,0.0,22,,NEBRASKA,MICH.,2013-01-13 18:00:00,,2013-01-14 04:00:00
486,michigan state,basketball,2013-01-16,REG,Penn State,Big Ten,W,81,72,,15,3,W 4,Bryce Jordan Center,0.0,18,,PENN STATE,PA.,2013-01-16 19:00:00,,2013-01-17 05:00:00
487,michigan state,basketball,2013-01-19,REG,Ohio State (11),Big Ten,W,59,56,,16,3,W 5,Breslin Events Center,0.0,18,,OHIO STATE,MICH.,2013-01-19 18:00:00,11,2013-01-20 04:00:00
488,michigan state,basketball,2013-01-22,REG,Wisconsin,Big Ten,W,49,47,,17,3,W 6,Kohl Center,0.0,13,,WISCONSIN,WIS.,2013-01-22 19:00:00,,2013-01-23 05:00:00
489,michigan state,basketball,2013-01-27,REG,Indiana (7),Big Ten,L,70,75,,17,4,L 1,Assembly Hall,0.0,13,,INDIANA,IND.,2013-01-27 13:00:00,7,2013-01-27 23:00:00
490,michigan state,basketball,2013-01-31,REG,Illinois,Big Ten,W,80,75,,18,4,W 1,Breslin Events Center,0.0,13,,ILLINOIS,MICH.,2013-01-31 19:00:00,,2013-02-01 05:00:00
491,michigan state,basketball,2013-02-06,REG,Minnesota (18),Big Ten,W,61,50,,19,4,W 2,Breslin Events Center,0.0,12,,MINNESOTA,MICH.,2013-02-06 19:00:00,18,2013-02-07 05:00:00
492,michigan state,basketball,2013-02-09,REG,Purdue,Big Ten,W,78,65,,20,4,W 3,Mackey Arena,0.0,12,,PURDUE,IND.,2013-02-09 19:00:00,,2013-02-10 05:00:00
493,michigan state,basketball,2013-02-12,REG,Michigan (4),Big Ten,W,75,52,,21,4,W 4,Breslin Events Center,0.0,8,,MICHIGAN,MICH.,2013-02-12 21:00:00,4,2013-02-13 07:00:00
494,michigan state,basketball,2013-02-16,REG,Nebraska,Big Ten,W,73,64,,22,4,W 5,Bob Devaney Sports Center,0.0,8,,NEBRASKA,NEB.,2013-02-16 20:00:00,,2013-02-17 06:00:00
495,michigan state,basketball,2013-02-19,REG,Indiana (1),Big Ten,L,68,72,,22,5,L 1,Breslin Events Center,0.0,4,,INDIANA,MICH.,2013-02-19 19:00:00,1,2013-02-20 05:00:00
496,michigan state,basketball,2013-02-24,REG,Ohio State (18),Big Ten,L,60,68,,22,6,L 2,Value City Arena,0.0,4,,OHIO STATE,OHIO,2013-02-24 16:00:00,18,2013-02-25 02:00:00
497,michigan state,basketball,2013-03-03,REG,Michigan (4),Big Ten,L,57,58,,22,7,L 3,Crisler Arena,0.0,9,,MICHIGAN,MICH.,2013-03-03 16:00:00,4,2013-03-04 02:00:00
498,michigan state,basketball,2013-03-07,REG,Wisconsin (22),Big Ten,W,58,43,,23,7,W 1,Breslin Events Center,0.0,10,,WISCONSIN,MICH.,2013-03-07 21:00:00,22,2013-03-08 07:00:00
499,michigan state,basketball,2013-03-10,REG,Northwestern,Big Ten,W,71,61,,24,7,W 2,Breslin Events Center,0.0,10,,NORTHWESTERN,MICH.,2013-03-10 18:00:00,,2013-03-11 04:00:00
500,michigan state,basketball,2013-03-15,CTOURN,Iowa,Big Ten,W,59,56,,25,7,W 3,United Center,0.0,8,,IOWA,ILL.,2013-03-15 21:00:00,,2013-03-16 07:00:00
501,michigan state,basketball,2013-03-16,CTOURN,Ohio State (10),Big Ten,L,58,61,,25,8,L 1,United Center,0.0,8,,OHIO STATE,ILL.,2013-03-16 16:10:00,10,2013-03-17 02:10:00
502,michigan state,basketball,2013-03-21,NCAA,Valparaiso,Horizon,W,65,54,,26,8,W 1,Palace of Auburn Hills,0.0,,,VALPARAISO,MICH.,2013-03-21 12:15:00,,2013-03-21 22:15:00
503,michigan state,basketball,2013-03-23,NCAA,Memphis (19),CUSA,W,70,48,,27,8,W 2,Palace of Auburn Hills,0.0,,,MEMPHIS,MICH.,2013-03-23 14:45:00,19,2013-03-24 00:45:00
504,michigan state,basketball,2013-03-29,NCAA,Duke (6),ACC,L,61,71,,27,9,L 1,Lucas Oil Stadium,0.0,,,DUKE,IND.,2013-03-29 21:45:00,6,2013-03-30 07:45:00
505,michigan state,basketball,2013-11-08,REG,McNeese State,Southland,W,98,56,,1,0,W 1,Breslin Events Center,0.0,2,,MCNEESE STATE,MICH.,2013-11-08 19:00:00,,2013-11-09 05:00:00
506,michigan state,basketball,2013-11-12,REG,Kentucky (1),SEC,W,78,74,,2,0,W 2,United Center,0.0,2,,KENTUCKY (CHAMPIONS CLASSIC),ILL. (UNITED CENTER),2013-11-12 19:30:00,1,2013-11-13 05:30:00
507,michigan state,basketball,2013-11-15,REG,Columbia,Ivy,W,62,53,,3,0,W 3,Breslin Events Center,0.0,2,,COLUMBIA (COACHES VS. CANCER CLASSIC),MICH.,2013-11-15 21:00:00,,2013-11-16 07:00:00
508,michigan state,basketball,2013-11-18,REG,Portland,WCC,W,82,67,,4,0,W 4,Breslin Events Center,0.0,1,,PORTLAND (COACHES VS. CANCER CLASSIC),MICH.,2013-11-18 19:00:00,,2013-11-19 05:00:00
509,michigan state,basketball,2013-11-22,REG,Virginia Tech,ACC,W,96,77,,5,0,W 5,Barclays Center,0.0,1,,VIRGINIA TECH (COACHES VS. CANCER CLASSIC),N.Y.,2013-11-22 21:30:00,,2013-11-23 07:30:00
510,michigan state,basketball,2013-11-23,REG,Oklahoma,Big 12,W,87,76,,6,0,W 6,Barclays Center,0.0,1,,OKLAHOMA (COACHES VS. CANCER CLASSIC),N.Y.,2013-11-23 21:30:00,,2013-11-24 07:30:00
511,michigan state,basketball,2013-11-29,REG,Mount St. Mary's,NEC,W,98,65,,7,0,W 7,Breslin Events Center,0.0,1,,MOUNT ST. MARY'S,MICH.,2013-11-29 13:00:00,,2013-11-29 23:00:00
512,michigan state,basketball,2013-12-04,REG,North Carolina,ACC,L,65,79,,7,1,L 1,Breslin Events Center,0.0,1,,NORTH CAROLINA (BIG TEN-ACC CHALLENGE),MICH.,2013-12-04 21:00:00,,2013-12-05 07:00:00
513,michigan state,basketball,2013-12-14,REG,Oakland,Horizon,W,67,63,,8,1,W 1,,0.0,5,,OAKLAND,MICH.,2013-12-14 16:00:00,,2013-12-15 02:00:00
514,michigan state,basketball,2013-12-17,REG,North Florida,A-Sun,W,78,48,,9,1,W 2,Breslin Events Center,0.0,5,,NORTH FLORIDA,MICH.,2013-12-17 19:00:00,,2013-12-18 05:00:00
515,michigan state,basketball,2013-12-21,REG,Texas,Big 12,W,92,78,,10,1,W 3,Frank Erwin Center,0.0,5,,TEXAS,TEXAS,2013-12-21 16:00:00,,2013-12-22 02:00:00
516,michigan state,basketball,2013-12-28,REG,New Orleans,Southland,W,101,48,,11,1,W 4,Breslin Events Center,0.0,5,,NEW ORLEANS,MICH.,2013-12-28 16:15:00,,2013-12-29 02:15:00
517,michigan state,basketball,2013-12-31,REG,Penn State,Big Ten,W,79,63,,12,1,W 5,Bryce Jordan Center,0.0,5,,PENN STATE,PA.,2013-12-31 17:00:00,,2014-01-01 03:00:00
518,michigan state,basketball,2014-01-04,REG,Indiana,Big Ten,W,73,56,,13,1,W 6,Assembly Hall,0.0,5,,INDIANA,IND.,2014-01-04 14:00:00,,2014-01-05 00:00:00
519,michigan state,basketball,2014-01-07,REG,Ohio State (3),Big Ten,W,72,68,OT,14,1,W 7,Breslin Events Center,0.0,5,,OHIO STATE,MICH.,2014-01-07 21:00:00,3,2014-01-08 07:00:00
520,michigan state,basketball,2014-01-11,REG,Minnesota,Big Ten,W,87,75,OT,15,1,W 8,Breslin Events Center,0.0,5,,MINNESOTA,MICH.,2014-01-11 14:15:00,,2014-01-12 00:15:00
521,michigan state,basketball,2014-01-15,REG,Northwestern,Big Ten,W,54,40,,16,1,W 9,Welsh-Ryan Arena,0.0,4,,NORTHWESTERN,ILL.,2014-01-15 19:00:00,,2014-01-16 05:00:00
522,michigan state,basketball,2014-01-18,REG,Illinois,Big Ten,W,78,62,,17,1,W 10,Assembly Hall,0.0,4,,ILLINOIS,ILL.,2014-01-18 20:00:00,,2014-01-19 06:00:00
523,michigan state,basketball,2014-01-21,REG,Indiana,Big Ten,W,71,66,,18,1,W 11,Breslin Events Center,0.0,3,,INDIANA,MICH.,2014-01-21 19:00:00,,2014-01-22 05:00:00
524,michigan state,basketball,2014-01-25,REG,Michigan (21),Big Ten,L,75,80,,18,2,L 1,Breslin Events Center,0.0,3,,MICHIGAN,MICH.,2014-01-25 19:00:00,21,2014-01-26 05:00:00
525,michigan state,basketball,2014-01-28,REG,Iowa (15),Big Ten,W,71,69,OT,19,2,W 1,Carver-Hawkeye Arena,0.0,7,,IOWA,IOWA,2014-01-28 19:00:00,15,2014-01-29 05:00:00
526,michigan state,basketball,2014-02-01,REG,Georgetown,Big East,L,60,64,,19,3,L 1,,0.0,7,,GEORGETOWN,N.Y.,2014-02-01 15:00:00,,2014-02-02 01:00:00
527,michigan state,basketball,2014-02-06,REG,Penn State,Big Ten,W,82,67,,20,3,W 1,Breslin Events Center,0.0,9,,PENN STATE,MICH.,2014-02-06 21:00:00,,2014-02-07 07:00:00
528,michigan state,basketball,2014-02-09,REG,Wisconsin,Big Ten,L,58,60,,20,4,L 1,Kohl Center,0.0,9,,WISCONSIN,WIS.,2014-02-09 13:00:00,,2014-02-09 23:00:00
529,michigan state,basketball,2014-02-13,REG,Northwestern,Big Ten,W,85,70,,21,4,W 1,Breslin Events Center,0.0,9,,NORTHWESTERN,MICH.,2014-02-13 19:00:00,,2014-02-14 05:00:00
530,michigan state,basketball,2014-02-16,REG,Nebraska,Big Ten,L,51,60,,21,5,L 1,Breslin Events Center,0.0,9,,NEBRASKA,MICH.,2014-02-16 15:00:00,,2014-02-17 01:00:00
531,michigan state,basketball,2014-02-20,REG,Purdue,Big Ten,W,94,79,,22,5,W 1,Mackey Arena,0.0,13,,PURDUE,IND.,2014-02-20 19:00:00,,2014-02-21 05:00:00
532,michigan state,basketball,2014-02-23,REG,Michigan (20),Big Ten,L,70,79,,22,6,L 1,Crisler Arena,0.0,13,,MICHIGAN,MICH.,2014-02-23 12:00:00,20,2014-02-23 22:00:00
533,michigan state,basketball,2014-03-01,REG,Illinois,Big Ten,L,46,53,,22,7,L 2,Breslin Events Center,0.0,18,,ILLINOIS,MICH.,2014-03-01 16:00:00,,2014-03-02 02:00:00
534,michigan state,basketball,2014-03-06,REG,Iowa (24),Big Ten,W,86,76,,23,7,W 1,Breslin Events Center,0.0,22,,IOWA,MICH.,2014-03-06 21:00:00,24,2014-03-07 07:00:00
535,michigan state,basketball,2014-03-09,REG,Ohio State,Big Ten,L,67,69,,23,8,L 1,Value City Arena,0.0,22,,OHIO STATE,OHIO,2014-03-09 16:30:00,,2014-03-10 02:30:00
536,michigan state,basketball,2014-03-14,CTOURN,Northwestern,Big Ten,W,67,51,,24,8,W 1,,0.0,22,,NORTHWESTERN,IND.,2014-03-14 21:00:00,,2014-03-15 07:00:00
537,michigan state,basketball,2014-03-15,CTOURN,Wisconsin (12),Big Ten,W,83,75,,25,8,W 2,,0.0,22,,WISCONSIN,IND.,2014-03-15 16:10:00,12,2014-03-16 02:10:00
538,michigan state,basketball,2014-03-16,CTOURN,Michigan (8),Big Ten,W,69,55,,26,8,W 3,Conseco Fieldhouse,0.0,22,,MICHIGAN,IND.,2014-03-16 15:30:00,8,2014-03-17 01:30:00
539,michigan state,basketball,2014-03-20,NCAA,Delaware,CAA,W,93,78,,27,8,W 4,Spokane Veterans Memorial Arena,0.0,,,DELAWARE,WASH.,2014-03-20 16:40:00,,2014-03-21 02:40:00
540,michigan state,basketball,2014-03-22,NCAA,Harvard,Ivy,W,80,73,,28,8,W 5,Spokane Veterans Memorial Arena,0.0,,,HARVARD,WASH.,2014-03-22 20:40:00,,2014-03-23 06:40:00
541,michigan state,basketball,2014-03-28,NCAA,Virginia (3),ACC,W,61,59,,29,8,W 6,Madison Square Garden (IV),0.0,,,VIRGINIA,N.Y.,2014-03-28 21:57:00,3,2014-03-29 07:57:00
542,michigan state,basketball,2014-03-30,NCAA,Connecticut (18),AAC,L,54,60,,29,9,L 1,Madison Square Garden (IV),0.0,,,CONNECTICUT,N.Y.,2014-03-30 14:20:00,18,2014-03-31 00:20:00
543,michigan state,basketball,2014-11-14,REG,Navy,Patriot,W,64,59,,1,0,W 1,Alumni Hall,0.0,18,9:40p,NAVY,MD.,2014-11-14 21:00:00,,2014-11-15 07:00:00
544,michigan state,basketball,2014-11-18,REG,Duke (4),ACC,L,71,81,,1,1,L 1,Bankers Life Fieldhouse,0.0,19,7:00p,DUKE (CHAMPIONS CLASSIC),IND.,2014-11-18 19:00:00,4,2014-11-19 05:00:00
545,michigan state,basketball,2014-11-21,REG,Loyola (IL),MVC,W,87,52,,2,1,W 1,Breslin Events Center,0.0,19,7:00p,LOYOLA (CHICAGO),MICH.,2014-11-21 19:00:00,,2014-11-22 05:00:00
546,michigan state,basketball,2014-11-24,REG,Santa Clara,WCC,W,79,52,,3,1,W 2,Breslin Events Center,0.0,20,7:00p,SANTA CLARA (ORLANDO CLASSIC),MICH.,2014-11-24 19:00:00,,2014-11-25 05:00:00
547,michigan state,basketball,2014-11-27,REG,Rider,MAAC,W,77,45,,4,1,W 3,HP Field House,0.0,20,6:35p,RIDER (ORLANDO CLASSIC),FLA.,2014-11-27 18:30:00,,2014-11-28 04:30:00
548,michigan state,basketball,2014-11-28,REG,Marquette,Big East,W,79,68,,5,1,W 4,HP Field House,0.0,20,9:00p,MICHIGAN STATE @ MARQUETTE,FLORIDA,2014-11-28 21:00:00,,2014-11-29 07:00:00
549,michigan state,basketball,2014-11-30,REG,Kansas (11),Big 12,L,56,61,,5,2,L 1,HP Field House,0.0,20,1:00p,KANSAS,FLA.,2014-11-30 13:00:00,11,2014-11-30 23:00:00
550,michigan state,basketball,2014-12-03,REG,Notre Dame,ACC,L,78,79,OT,5,3,L 2,Purcell Pavilion at the Joyce Center,0.0,19,7:15p,NOTRE DAME (ACC/BIG TEN CHALLENGE),IND.,2014-12-03 19:15:00,,2014-12-04 05:15:00
551,michigan state,basketball,2014-12-06,REG,Arkansas-Pine Bluff,SWAC,W,85,52,,6,3,W 1,Breslin Events Center,0.0,19,2:15p,ARKANSAS-PINE BLUFF,MICH.,2014-12-06 14:15:00,,2014-12-07 00:15:00
552,michigan state,basketball,2014-12-14,REG,Oakland,Horizon,W,87,61,,7,3,W 2,Breslin Events Center,0.0,-,8:00p,OAKLAND,MICH.,2014-12-14 20:00:00,,2014-12-15 06:00:00
553,michigan state,basketball,2014-12-17,REG,Eastern Michigan,MAC,W,66,46,,8,3,W 3,Breslin Events Center,0.0,25,9:00p,EASTERN MICHIGAN,MICH.,2014-12-17 21:00:00,,2014-12-18 07:00:00
554,michigan state,basketball,2014-12-20,REG,Texas Southern,SWAC,L,64,71,OT,8,4,L 1,Breslin Events Center,0.0,25,5:00p,TEXAS SOUTHERN,MICH.,2014-12-20 17:00:00,,2014-12-21 03:00:00
555,michigan state,basketball,2014-12-22,REG,The Citadel,Southern,W,82,56,,9,4,W 1,Breslin Events Center,0.0,-,6:00p,THE CITADEL,MICH.,2014-12-22 18:00:00,,2014-12-23 04:00:00
556,michigan state,basketball,2014-12-30,REG,Maryland (12),Big Ten,L,66,68,2OT,9,5,L 1,Breslin Events Center,0.0,-,5:00p,MARYLAND,MICH.,2014-12-30 17:00:00,12,2014-12-31 03:00:00
557,michigan state,basketball,2015-01-05,REG,Indiana,Big Ten,W,70,50,,10,5,W 1,Breslin Events Center,0.0,-,7:00p,INDIANA,MICH.,2015-01-05 19:00:00,,2015-01-06 05:00:00
558,michigan state,basketball,2015-01-08,REG,Iowa,Big Ten,W,75,61,,11,5,W 2,Carver-Hawkeye Arena,0.0,-,7:00p,IOWA,IOWA,2015-01-08 19:00:00,,2015-01-09 05:00:00
559,michigan state,basketball,2015-01-11,REG,Northwestern,Big Ten,W,84,77,OT,12,5,W 3,Breslin Events Center,0.0,-,12:00p,NORTHWESTERN,MICH.,2015-01-11 12:00:00,,2015-01-11 22:00:00
560,michigan state,basketball,2015-01-17,REG,Maryland (14),Big Ten,L,59,75,,12,6,L 1,Xfinity Center,0.0,-,4:00p,MARYLAND,MD.,2015-01-17 16:00:00,14,2015-01-18 02:00:00
561,michigan state,basketball,2015-01-21,REG,Penn State,Big Ten,W,66,60,,13,6,W 1,Breslin Events Center,0.0,-,7:00p,PENN STATE,MICH.,2015-01-21 19:00:00,,2015-01-22 05:00:00
562,michigan state,basketball,2015-01-24,REG,Nebraska,Big Ten,L,77,79,,13,7,L 1,Pinnacle Bank Arena,0.0,-,4:00p,NEBRASKA,NEB.,2015-01-24 16:00:00,,2015-01-25 02:00:00
563,michigan state,basketball,2015-01-29,REG,Rutgers,Big Ten,W,71,51,,14,7,W 1,Louis Brown Athletic Center,0.0,-,6:00p,RUTGERS,N.J.,2015-01-29 18:00:00,,2015-01-30 04:00:00
564,michigan state,basketball,2015-02-01,REG,Michigan,Big Ten,W,76,66,OT,15,7,W 2,Breslin Events Center,0.0,-,1:00p,MICHIGAN,MICH.,2015-02-01 13:00:00,,2015-02-01 23:00:00
565,michigan state,basketball,2015-02-07,REG,Illinois,Big Ten,L,54,59,,15,8,L 1,Breslin Events Center,0.0,-,12:00p,ILLINOIS,MICH.,2015-02-07 12:00:00,,2015-02-07 22:00:00
