INCIDENT_DATE,INCIDENT_HOUR,INCIDENT_ID,NAME,AGENCY_ID,Day
2013-09-30,1.0,68583750,Burglary/Breaking & Entering,8554,Monday
2013-10-09,6.0,68583822,Destruction/Damage/Vandalism of Property,8554,Wednesday
2013-10-25,9.0,68584634,Theft From Building,8554,Friday
2013-10-29,22.0,68584650,Drug/Narcotic Violations,8554,Tuesday
2013-10-29,22.0,68584650,Drug Equipment Violations,8554,Tuesday
2013-11-18,13.0,68585484,Intimidation,8554,Monday
2013-12-05,0.0,68586268,Burglary/Breaking & Entering,8554,Thursday
2013-02-07,3.0,68578769,Rape,8554,Thursday
2013-04-07,21.0,68579628,Drug/Narcotic Violations,8554,Sunday
2013-05-06,16.0,68580471,Theft From Building,8554,Monday
2013-05-17,14.0,68581210,All Other Larceny,8554,Friday
2013-09-20,12.0,68583712,All Other Larceny,8554,Friday
2013-10-04,10.0,68583788,All Other Larceny,8554,Friday
2013-03-06,12.0,68579548,Burglary/Breaking & Entering,8554,Wednesday
2013-05-07,10.0,68580470,All Other Larceny,8554,Tuesday
2013-09-08,21.0,68582919,Motor Vehicle Theft,8554,Sunday
2013-10-09,0.0,68583812,All Other Larceny,8554,Wednesday
2013-10-12,9.0,68584583,Embezzlement,8554,Saturday
2013-02-21,21.0,68578799,Intimidation,8554,Thursday
2013-03-18,14.0,68579575,All Other Larceny,8554,Monday
2013-10-19,3.0,68584605,Simple Assault,8554,Saturday
2013-11-08,18.0,68585439,Theft From Building,8554,Friday
2013-11-01,15.0,68584671,Robbery,8554,Friday
2013-12-08,0.0,68586292,Aggravated Assault,8554,Sunday
2013-03-02,13.0,68579545,Burglary/Breaking & Entering,8554,Saturday
2013-06-21,14.0,68581289,Theft From Building,8554,Friday
2013-08-23,13.0,68582108,Drug/Narcotic Violations,8554,Friday
2013-09-26,19.0,68584635,All Other Larceny,8554,Thursday
2013-09-14,12.0,68582960,All Other Larceny,8554,Saturday
2013-10-18,1.0,68584621,Rape,8554,Friday
2013-10-10,15.0,68584575,All Other Larceny,8554,Thursday
2013-03-23,11.0,68580416,Destruction/Damage/Vandalism of Property,8554,Saturday
2013-04-26,14.0,68580441,All Other Larceny,8554,Friday
2013-09-12,20.0,68582942,Simple Assault,8554,Thursday
2013-10-17,15.0,68584584,All Other Larceny,8554,Thursday
2013-07-21,19.0,68582052,All Other Larceny,8554,Sunday
2013-08-20,11.0,68582097,All Other Larceny,8554,Tuesday
2013-09-06,23.0,68582905,Destruction/Damage/Vandalism of Property,8554,Friday
2013-11-05,16.0,68585434,Theft From Building,8554,Tuesday
2013-11-18,15.0,68585483,Destruction/Damage/Vandalism of Property,8554,Monday
2013-12-09,0.0,68586282,Drug/Narcotic Violations,8554,Monday
2013-01-06,14.0,68578667,Burglary/Breaking & Entering,8554,Sunday
2013-04-20,16.0,68580448,All Other Larceny,8554,Saturday
2013-04-01,21.0,68579613,Theft From Building,8554,Monday
2013-05-18,16.0,68581237,All Other Larceny,8554,Saturday
2013-08-09,10.0,68582086,All Other Larceny,8554,Friday
2013-08-19,20.0,68582105,False Pretenses/Swindle/Confidence Game,8554,Monday
2013-08-25,8.0,68582937,Impersonation,8554,Sunday
2013-11-27,19.0,68585515,Burglary/Breaking & Entering,8554,Wednesday
2013-03-28,2.0,68579602,Simple Assault,8554,Thursday
2013-04-22,18.0,68580403,Theft From Building,8554,Monday
2013-09-21,21.0,68582994,Robbery,8554,Saturday
2013-09-06,16.0,68582933,All Other Larceny,8554,Friday
2013-10-09,11.0,68583829,All Other Larceny,8554,Wednesday
2013-11-08,18.0,68585457,Destruction/Damage/Vandalism of Property,8554,Friday
2013-11-16,5.0,68585473,Destruction/Damage/Vandalism of Property,8554,Saturday
2013-04-13,1.0,68580364,Destruction/Damage/Vandalism of Property,8554,Saturday
2013-06-16,16.0,68581279,Drug/Narcotic Violations,8554,Sunday
2013-02-26,10.0,68579516,All Other Larceny,8554,Tuesday
2013-04-28,2.0,68580454,All Other Larceny,8554,Sunday
2013-06-20,17.0,68581292,All Other Larceny,8554,Thursday
2013-09-12,20.0,68582945,Simple Assault,8554,Thursday
2013-10-14,15.0,68584574,All Other Larceny,8554,Monday
2013-12-17,8.0,68586312,Credit Card/Automated Teller Machine Fraud,8554,Tuesday
2013-01-14,1.0,68578692,Drug/Narcotic Violations,8554,Monday
2013-01-31,19.0,68578731,Drug/Narcotic Violations,8554,Thursday
2013-04-24,14.0,68580446,Burglary/Breaking & Entering,8554,Wednesday
2013-05-10,7.0,68580482,All Other Larceny,8554,Friday
2013-06-29,21.0,68581302,Arson,8554,Saturday
2013-08-27,22.0,68582876,All Other Larceny,8554,Tuesday
2013-12-08,0.0,68586275,Arson,8554,Sunday
2013-03-25,0.0,68579594,Theft From Building,8554,Monday
2013-04-22,22.0,68580412,Theft From Building,8554,Monday
2013-09-27,13.0,68583760,All Other Larceny,8554,Friday
2013-09-15,3.0,68582953,Drug/Narcotic Violations,8554,Sunday
2013-09-15,3.0,68582953,Drug Equipment Violations,8554,Sunday
2013-11-06,12.0,68585431,All Other Larceny,8554,Wednesday
2013-11-12,10.0,68585455,Theft From Building,8554,Tuesday
2013-11-02,15.0,68585463,Drug/Narcotic Violations,8554,Saturday
2013-01-31,18.0,68578738,Theft From Building,8554,Thursday
2013-02-22,1.0,68578797,Drug/Narcotic Violations,8554,Friday
2013-06-04,8.0,68581255,All Other Larceny,8554,Tuesday
2013-07-23,22.0,68582049,Burglary/Breaking & Entering,8554,Tuesday
2013-08-31,20.0,68582874,Theft From Building,8554,Saturday
2013-09-27,4.0,68583773,Theft From Building,8554,Friday
2013-11-05,19.0,68585415,Theft From Building,8554,Tuesday
2013-11-07,21.0,68585428,Burglary/Breaking & Entering,8554,Thursday
2013-11-04,15.0,68586270,All Other Larceny,8554,Monday
2013-03-01,17.0,68579543,Theft From Motor Vehicle,8554,Friday
2013-03-16,21.0,68579574,Drug/Narcotic Violations,8554,Saturday
2013-06-01,12.0,68583715,Rape,8554,Saturday
2013-06-01,12.0,68583715,Sodomy,8554,Saturday
2013-07-26,19.0,68582063,All Other Larceny,8554,Friday
2013-09-09,23.0,68582944,Simple Assault,8554,Monday
2013-09-12,14.0,68582970,Destruction/Damage/Vandalism of Property,8554,Thursday
2013-10-08,9.0,68583803,Simple Assault,8554,Tuesday
2013-11-08,15.0,68585449,Simple Assault,8554,Friday
2013-11-29,19.0,68585517,All Other Larceny,8554,Friday
2013-02-20,14.0,68578794,Theft From Building,8554,Wednesday
2013-04-22,0.0,68580402,Destruction/Damage/Vandalism of Property,8554,Monday
2013-05-09,16.0,68580477,All Other Larceny,8554,Thursday
2013-10-03,22.0,68583781,All Other Larceny,8554,Thursday
2013-10-08,14.0,68583809,Destruction/Damage/Vandalism of Property,8554,Tuesday
2013-11-25,8.0,68585506,All Other Larceny,8554,Monday
2013-04-09,19.0,68579636,Drug/Narcotic Violations,8554,Tuesday
2013-08-06,9.0,68582088,All Other Larceny,8554,Tuesday
2013-08-21,12.0,68582104,All Other Larceny,8554,Wednesday
2013-09-09,22.0,68582927,Theft From Motor Vehicle,8554,Monday
2013-09-11,17.0,68582934,All Other Larceny,8554,Wednesday
2013-10-10,8.0,68583834,All Other Larceny,8554,Thursday
2013-04-19,5.0,68580401,All Other Larceny,8554,Friday
2013-04-09,15.0,68579634,Theft From Building,8554,Tuesday
2013-10-09,13.0,68583814,Theft From Building,8554,Wednesday
2013-10-29,15.0,68584648,All Other Larceny,8554,Tuesday
2013-07-15,9.0,68582034,All Other Larceny,8554,Monday
2013-07-19,16.0,68582047,Theft From Building,8554,Friday
2013-10-28,10.0,68584645,Destruction/Damage/Vandalism of Property,8554,Monday
2013-02-03,16.0,68578747,Intimidation,8554,Sunday
2013-02-11,17.0,68578770,Simple Assault,8554,Monday
2013-06-29,10.0,68581304,All Other Larceny,8554,Saturday
2013-09-11,15.0,68582961,All Other Larceny,8554,Wednesday
2013-10-12,12.0,68584552,Drug/Narcotic Violations,8554,Saturday
2013-10-14,22.0,68584582,Fondling,8554,Monday
2013-01-01,13.0,68582061,Motor Vehicle Theft,8554,Tuesday
2013-02-09,1.0,68578775,Simple Assault,8554,Saturday
2013-03-02,23.0,68579531,Drug/Narcotic Violations,8554,Saturday
2013-03-02,23.0,68579531,Drug Equipment Violations,8554,Saturday
2013-07-26,18.0,68582064,All Other Larceny,8554,Friday
2013-10-27,22.0,68584643,All Other Larceny,8554,Sunday
2013-11-01,12.0,68585402,All Other Larceny,8554,Friday
2013-08-20,23.0,68582098,Theft From Building,8554,Tuesday
2013-08-21,19.0,68582113,All Other Larceny,8554,Wednesday
2013-09-18,20.0,68583720,All Other Larceny,8554,Wednesday
2013-09-19,23.0,68582986,Theft From Building,8554,Thursday
2013-12-13,10.0,68586310,Theft From Building,8554,Friday
2013-01-24,20.0,68578718,Theft From Building,8554,Thursday
2013-05-02,14.0,68580449,All Other Larceny,8554,Thursday
2013-09-30,14.0,68583757,Theft From Motor Vehicle,8554,Monday
2013-09-10,21.0,68582930,Drug/Narcotic Violations,8554,Tuesday
2013-11-05,23.0,68585417,Purse-snatching,8554,Tuesday
2013-01-10,23.0,68578673,Theft From Motor Vehicle,8554,Thursday
2013-05-16,22.0,68581205,Weapon Law Violations,8554,Thursday
2013-08-14,7.0,68586319,Credit Card/Automated Teller Machine Fraud,8554,Wednesday
2013-09-02,19.0,68582881,All Other Larceny,8554,Monday
2013-10-17,21.0,68584585,Weapon Law Violations,8554,Thursday
2013-10-05,12.0,68584591,Wire Fraud,8554,Saturday
2013-11-30,21.0,68586250,Intimidation,8554,Saturday
2013-01-24,8.0,68578719,Theft From Motor Vehicle,8554,Thursday
2013-02-21,21.0,68578796,Drug/Narcotic Violations,8554,Thursday
2013-03-21,16.0,68579583,All Other Larceny,8554,Thursday
2013-06-13,16.0,68581270,All Other Larceny,8554,Thursday
2013-02-09,23.0,68586322,Rape,8554,Saturday
2013-09-15,22.0,68582958,Theft From Building,8554,Sunday
2013-09-15,22.0,68582958,Credit Card/Automated Teller Machine Fraud,8554,Sunday
2013-09-16,19.0,68582969,All Other Larceny,8554,Monday
2013-10-11,16.0,68583835,Credit Card/Automated Teller Machine Fraud,8554,Friday
2013-08-17,0.0,68586331,Destruction/Damage/Vandalism of Property,8554,Saturday
2013-09-27,8.0,68583739,Motor Vehicle Theft,8554,Friday
2013-09-21,10.0,68582992,Destruction/Damage/Vandalism of Property,8554,Saturday
2013-10-01,16.0,68583795,Destruction/Damage/Vandalism of Property,8554,Tuesday
2013-04-20,14.0,68581246,Theft From Building,8554,Saturday
2013-06-18,8.0,68581285,All Other Larceny,8554,Tuesday
2013-08-29,2.0,68582134,Motor Vehicle Theft,8554,Thursday
2013-10-01,12.0,68583786,Theft From Building,8554,Tuesday
2013-10-31,14.0,68586289,All Other Larceny,8554,Thursday
2013-01-11,15.0,68578674,Theft From Building,8554,Friday
2013-05-13,0.0,68581225,All Other Larceny,8554,Monday
2013-07-03,14.0,68582036,Embezzlement,8554,Wednesday
2013-08-26,0.0,68582121,Simple Assault,8554,Monday
2013-09-28,20.0,68583749,Theft From Motor Vehicle,8554,Saturday
2013-10-18,22.0,68584594,Theft From Building,8554,Friday
2013-11-23,23.0,68585502,Drug/Narcotic Violations,8554,Saturday
2013-01-16,18.0,68578698,Destruction/Damage/Vandalism of Property,8554,Wednesday
2013-03-19,0.0,68580487,Credit Card/Automated Teller Machine Fraud,8554,Tuesday
2013-05-01,11.0,68583833,All Other Larceny,8554,Wednesday
2013-06-28,9.0,68581306,All Other Larceny,8554,Friday
2013-10-02,14.0,68583782,All Other Larceny,8554,Wednesday
2013-10-27,2.0,68584637,All Other Larceny,8554,Sunday
2013-01-19,12.0,68578708,Simple Assault,8554,Saturday
2013-04-18,22.0,68580385,Drug/Narcotic Violations,8554,Thursday
2013-05-09,20.0,68580479,Theft From Building,8554,Thursday
2013-06-07,16.0,68581261,All Other Larceny,8554,Friday
2013-06-15,23.0,68581278,Drug/Narcotic Violations,8554,Saturday
2013-09-03,18.0,68582889,All Other Larceny,8554,Tuesday
2013-09-09,21.0,68582921,Motor Vehicle Theft,8554,Monday
2013-09-14,1.0,68582957,Simple Assault,8554,Saturday
2013-10-07,18.0,68583797,Theft From Building,8554,Monday
2013-10-20,18.0,68584601,All Other Larceny,8554,Sunday
2013-04-12,17.0,68580404,Destruction/Damage/Vandalism of Property,8554,Friday
2013-07-10,19.0,68582025,Theft From Building,8554,Wednesday
2013-09-30,14.0,68583758,All Other Larceny,8554,Monday
2013-10-31,12.0,68584658,Theft From Building,8554,Thursday
2013-08-24,4.0,68582120,Rape,8554,Saturday
2013-10-28,21.0,68584669,Theft From Building,8554,Monday
2013-10-18,14.0,68584607,Motor Vehicle Theft,8554,Friday
2013-01-12,22.0,68578686,Theft From Motor Vehicle,8554,Saturday
2013-02-02,12.0,68579610,Simple Assault,8554,Saturday
2013-07-26,10.0,68582055,Drug/Narcotic Violations,8554,Friday
2013-09-07,0.0,68582906,Burglary/Breaking & Entering,8554,Saturday
2013-09-09,14.0,68582925,All Other Larceny,8554,Monday
2013-10-30,14.0,68584655,Destruction/Damage/Vandalism of Property,8554,Wednesday
2013-11-15,21.0,68585491,Burglary/Breaking & Entering,8554,Friday
2013-04-14,9.0,68580365,Destruction/Damage/Vandalism of Property,8554,Sunday
2013-06-03,16.0,68581250,All Other Larceny,8554,Monday
2013-11-20,15.0,68586284,All Other Larceny,8554,Wednesday
2013-11-07,13.0,68586287,Drug/Narcotic Violations,8554,Thursday
2013-02-24,17.0,68579525,Theft From Building,8554,Sunday
2013-03-14,7.0,68579598,Theft From Building,8554,Thursday
2013-04-16,14.0,68580379,Motor Vehicle Theft,8554,Tuesday
2013-05-29,15.0,68581236,All Other Larceny,8554,Wednesday
2013-08-25,15.0,68582127,All Other Larceny,8554,Sunday
2013-09-07,9.0,68586326,Intimidation,8554,Saturday
2013-01-17,20.0,68578700,Drug/Narcotic Violations,8554,Thursday
2013-02-03,23.0,68578751,Drug/Narcotic Violations,8554,Sunday
2013-04-11,15.0,68579641,Counterfeiting/Forgery,8554,Thursday
2013-07-25,21.0,68582054,Theft From Motor Vehicle,8554,Thursday
2013-11-18,23.0,68585480,Simple Assault,8554,Monday
2013-01-12,20.0,68578685,Destruction/Damage/Vandalism of Property,8554,Saturday
2013-02-14,18.0,68578778,Theft From Motor Vehicle,8554,Thursday
2013-03-22,2.0,68579596,Theft of Motor Vehicle Parts or Accessories,8554,Friday
2013-03-22,15.0,68579587,Destruction/Damage/Vandalism of Property,8554,Friday
2013-06-13,19.0,68581272,All Other Larceny,8554,Thursday
2013-07-02,17.0,68581314,All Other Larceny,8554,Tuesday
2013-08-25,16.0,68582118,Drug/Narcotic Violations,8554,Sunday
2013-08-25,16.0,68582118,Drug Equipment Violations,8554,Sunday
2013-09-27,15.0,68583770,All Other Larceny,8554,Friday
2013-09-30,12.0,68583756,Theft From Building,8554,Monday
2013-10-11,16.0,68584564,All Other Larceny,8554,Friday
2013-12-10,8.0,68586298,Theft From Building,8554,Tuesday
2013-03-10,21.0,68579541,Destruction/Damage/Vandalism of Property,8554,Sunday
2013-04-12,5.0,68579643,Theft From Building,8554,Friday
2013-06-04,10.0,68581253,Theft From Motor Vehicle,8554,Tuesday
2013-11-01,21.0,68585411,Theft From Building,8554,Friday
2013-11-04,23.0,68585418,Drug/Narcotic Violations,8554,Monday
2013-12-08,0.0,68586304,Arson,8554,Sunday
2013-01-17,20.0,68578701,Drug/Narcotic Violations,8554,Thursday
2013-02-14,0.0,68578774,Drug/Narcotic Violations,8554,Thursday
2013-02-25,15.0,68579514,Theft From Building,8554,Monday
2013-03-14,17.0,68579571,Theft From Building,8554,Thursday
2013-08-27,20.0,68582130,Motor Vehicle Theft,8554,Tuesday
2013-09-12,9.0,68582941,Theft From Motor Vehicle,8554,Thursday
2013-10-31,15.0,68585446,Theft From Building,8554,Thursday
2013-10-09,1.0,68583824,Drug/Narcotic Violations,8554,Wednesday
2013-11-16,22.0,68585476,Drug/Narcotic Violations,8554,Saturday
2013-12-03,14.0,68586255,Simple Assault,8554,Tuesday
2013-01-09,17.0,68578666,Theft From Building,8554,Wednesday
2013-03-18,21.0,68579577,All Other Larceny,8554,Monday
2013-05-19,17.0,68581213,All Other Larceny,8554,Sunday
2013-06-20,15.0,68581297,All Other Larceny,8554,Thursday
2013-06-10,14.0,68581264,All Other Larceny,8554,Monday
2013-09-03,21.0,68582888,All Other Larceny,8554,Tuesday
2013-11-11,12.0,68585448,Theft From Building,8554,Monday
2013-11-20,4.0,68585485,All Other Larceny,8554,Wednesday
2013-11-26,10.0,68586328,All Other Larceny,8554,Tuesday
2013-01-27,21.0,68578723,Destruction/Damage/Vandalism of Property,8554,Sunday
2013-02-28,18.0,68579536,Theft From Building,8554,Thursday
2013-02-15,0.0,68579518,Theft From Building,8554,Friday
2013-03-19,20.0,68579579,Drug/Narcotic Violations,8554,Tuesday
2013-04-30,11.0,68580437,All Other Larceny,8554,Tuesday
2013-08-23,13.0,68582126,Destruction/Damage/Vandalism of Property,8554,Friday
2013-09-11,20.0,68583832,Fondling,8554,Wednesday
2013-10-21,19.0,68584616,Burglary/Breaking & Entering,8554,Monday
2013-12-07,18.0,68586293,All Other Larceny,8554,Saturday
2013-12-07,18.0,68586293,Stolen Property Offenses,8554,Saturday
2013-12-15,15.0,68586301,Theft From Building,8554,Sunday
2013-12-09,1.0,68586321,Fondling,8554,Monday
2013-03-13,20.0,68579550,Drug/Narcotic Violations,8554,Wednesday
2013-10-08,10.0,68584640,All Other Larceny,8554,Tuesday
2013-10-20,14.0,68584599,Destruction/Damage/Vandalism of Property,8554,Sunday
2013-11-09,10.0,68585441,Theft From Building,8554,Saturday
2013-09-27,23.0,68583744,Drug/Narcotic Violations,8554,Friday
2013-10-05,2.0,68583799,Rape,8554,Saturday
2013-10-21,9.0,68584611,Theft From Building,8554,Monday
2013-11-03,7.0,68585396,All Other Larceny,8554,Sunday
2013-12-09,19.0,68586286,Intimidation,8554,Monday
2013-01-15,7.0,68578695,All Other Larceny,8554,Tuesday
2013-03-07,0.0,68579538,Drug/Narcotic Violations,8554,Thursday
2013-05-19,20.0,68581215,Theft From Building,8554,Sunday
2013-08-24,12.0,68582123,All Other Larceny,8554,Saturday
2013-02-20,15.0,68578801,Theft From Building,8554,Wednesday
2013-04-12,14.0,68581226,All Other Larceny,8554,Friday
2013-05-17,2.0,68581206,Simple Assault,8554,Friday
2013-06-07,13.0,68581265,Burglary/Breaking & Entering,8554,Friday
2013-08-27,13.0,68582872,All Other Larceny,8554,Tuesday
2013-09-23,20.0,68583723,All Other Larceny,8554,Monday
2013-10-17,21.0,68585398,All Other Larceny,8554,Thursday
2013-10-25,9.0,68584633,Theft From Building,8554,Friday
2013-11-21,13.0,68585494,Theft From Motor Vehicle,8554,Thursday
2013-02-26,0.0,68581224,All Other Larceny,8554,Tuesday
2013-06-14,17.0,68581275,All Other Larceny,8554,Friday
2013-11-16,17.0,68585489,Rape,8554,Saturday
2013-12-08,20.0,68586281,Intimidation,8554,Sunday
2013-12-13,9.0,68586324,Destruction/Damage/Vandalism of Property,8554,Friday
2013-02-22,1.0,68578798,Destruction/Damage/Vandalism of Property,8554,Friday
2013-02-28,22.0,68579526,Drug/Narcotic Violations,8554,Thursday
2013-08-27,21.0,68582886,All Other Larceny,8554,Tuesday
2013-09-08,11.0,68582916,Burglary/Breaking & Entering,8554,Sunday
2013-03-16,16.0,68579565,Destruction/Damage/Vandalism of Property,8554,Saturday
2013-04-03,8.0,68579616,Destruction/Damage/Vandalism of Property,8554,Wednesday
2013-07-24,7.0,68582068,Theft From Motor Vehicle,8554,Wednesday
2013-08-30,9.0,68582869,All Other Larceny,8554,Friday
2013-08-23,15.0,68582109,Theft From Building,8554,Friday
2013-10-09,1.0,68583825,Drug/Narcotic Violations,8554,Wednesday
2013-10-09,1.0,68583825,Drug Equipment Violations,8554,Wednesday
2013-10-13,17.0,68584570,All Other Larceny,8554,Sunday
2013-02-27,17.0,68579523,Theft From Building,8554,Wednesday
2013-11-04,17.0,68585422,Burglary/Breaking & Entering,8554,Monday
2013-11-14,10.0,68585469,Burglary/Breaking & Entering,8554,Thursday
2013-11-22,20.0,68585509,All Other Larceny,8554,Friday
2013-11-02,3.0,68584674,Burglary/Breaking & Entering,8554,Saturday
2013-04-15,17.0,68580374,Theft From Building,8554,Monday
2013-07-29,9.0,68582062,All Other Larceny,8554,Monday
2013-11-06,8.0,68585427,All Other Larceny,8554,Wednesday
2013-11-20,22.0,68586247,Drug/Narcotic Violations,8554,Wednesday
2013-11-20,21.0,68585488,Simple Assault,8554,Wednesday
2013-08-21,19.0,68582112,All Other Larceny,8554,Wednesday
2013-09-02,22.0,68582880,Drug/Narcotic Violations,8554,Monday
2013-11-05,15.0,68585423,Theft From Building,8554,Tuesday
2013-11-14,19.0,68585466,Theft From Building,8554,Thursday
2013-01-01,9.0,68585465,Embezzlement,8554,Tuesday
2013-08-28,18.0,68582132,Drug/Narcotic Violations,8554,Wednesday
2013-08-28,18.0,68582132,Drug Equipment Violations,8554,Wednesday
2013-09-13,20.0,68582947,Drug/Narcotic Violations,8554,Friday
2013-10-02,10.0,68583768,Motor Vehicle Theft,8554,Wednesday
2013-12-08,0.0,68586277,Arson,8554,Sunday
2013-05-20,12.0,68581222,Burglary/Breaking & Entering,8554,Monday
2013-06-13,15.0,68581271,All Other Larceny,8554,Thursday
2013-08-09,2.0,68582082,Drug/Narcotic Violations,8554,Friday
2013-09-03,12.0,68582903,All Other Larceny,8554,Tuesday
2013-09-17,19.0,68582976,All Other Larceny,8554,Tuesday
2013-10-02,22.0,68583800,Theft From Coin-Operated Machine or Device,8554,Wednesday
2013-10-18,0.0,68584592,Destruction/Damage/Vandalism of Property,8554,Friday
2013-11-06,2.0,68585421,Theft From Building,8554,Wednesday
2013-12-18,20.0,68586306,Theft From Building,8554,Wednesday
2013-05-08,14.0,68580481,All Other Larceny,8554,Wednesday
2013-06-23,13.0,68581296,Theft From Motor Vehicle,8554,Sunday
2013-11-16,23.0,68585477,Drug/Narcotic Violations,8554,Saturday
2013-11-16,23.0,68585477,Drug Equipment Violations,8554,Saturday
2013-01-25,15.0,68578727,Theft From Building,8554,Friday
2013-02-10,2.0,68578765,Simple Assault,8554,Sunday
2013-02-10,2.0,68578765,Burglary/Breaking & Entering,8554,Sunday
2013-04-15,15.0,68580373,Destruction/Damage/Vandalism of Property,8554,Monday
2013-05-13,11.0,68581200,Drug/Narcotic Violations,8554,Monday
2013-06-12,1.0,68581267,All Other Larceny,8554,Wednesday
2013-07-16,11.0,68582038,All Other Larceny,8554,Tuesday
2013-07-31,16.0,68582070,Wire Fraud,8554,Wednesday
2013-10-10,9.0,68584614,All Other Larceny,8554,Thursday
2013-04-18,18.0,68580435,All Other Larceny,8554,Thursday
2013-04-15,11.0,68580371,Theft From Building,8554,Monday
2013-06-19,12.0,68582027,All Other Larceny,8554,Wednesday
2013-07-04,0.0,68581312,Destruction/Damage/Vandalism of Property,8554,Thursday
2013-10-09,1.0,68583811,Drug/Narcotic Violations,8554,Wednesday
2013-10-31,16.0,68584666,Burglary/Breaking & Entering,8554,Thursday
2013-11-11,16.0,68585451,Drug/Narcotic Violations,8554,Monday
2013-11-02,23.0,68585391,Drug/Narcotic Violations,8554,Saturday
2013-04-21,0.0,68580394,Drug/Narcotic Violations,8554,Sunday
2013-05-03,11.0,68580451,Theft From Motor Vehicle,8554,Friday
2013-07-20,19.0,68582044,Drug/Narcotic Violations,8554,Saturday
2013-07-20,19.0,68582044,Drug Equipment Violations,8554,Saturday
2013-08-19,21.0,68582093,Drug/Narcotic Violations,8554,Monday
2013-09-24,23.0,68583724,Drug/Narcotic Violations,8554,Tuesday
2013-09-24,23.0,68583724,Drug Equipment Violations,8554,Tuesday
2013-09-25,10.0,68583727,Drug/Narcotic Violations,8554,Wednesday
2013-09-25,10.0,68583727,Drug Equipment Violations,8554,Wednesday
2013-09-16,0.0,68583767,Theft From Building,8554,Monday
2013-09-02,21.0,68582896,All Other Larceny,8554,Monday
2013-10-25,0.0,68585405,Embezzlement,8554,Friday
2013-10-18,23.0,68584595,Simple Assault,8554,Friday
2013-11-26,18.0,68586263,Theft From Building,8554,Tuesday
2013-12-09,8.0,68586300,Theft From Motor Vehicle,8554,Monday
2013-01-02,11.0,68577949,All Other Larceny,8554,Wednesday
2013-04-28,12.0,68580445,All Other Larceny,8554,Sunday
2013-04-09,15.0,68579635,Drug/Narcotic Violations,8554,Tuesday
2013-05-08,17.0,68580476,All Other Larceny,8554,Wednesday
2013-05-31,13.0,68581244,All Other Larceny,8554,Friday
2013-05-29,0.0,68581268,All Other Larceny,8554,Wednesday
2013-08-30,13.0,68582146,Intimidation,8554,Friday
2013-08-23,22.0,68582110,Drug/Narcotic Violations,8554,Friday
2013-08-23,22.0,68582110,Drug Equipment Violations,8554,Friday
2013-09-14,11.0,68582967,All Other Larceny,8554,Saturday
2013-10-08,22.0,68583810,Drug/Narcotic Violations,8554,Tuesday
2013-10-08,22.0,68583810,Drug Equipment Violations,8554,Tuesday
2013-11-07,7.0,68585462,Counterfeiting/Forgery,8554,Thursday
2013-12-20,18.0,68586309,All Other Larceny,8554,Friday
2013-04-23,14.0,68580409,All Other Larceny,8554,Tuesday
2013-05-22,14.0,68581221,All Other Larceny,8554,Wednesday
2013-05-25,9.0,68581228,Simple Assault,8554,Saturday
2013-05-03,16.0,68580455,Theft From Building,8554,Friday
2013-11-26,12.0,68586262,All Other Larceny,8554,Tuesday
2013-12-05,13.0,68586265,Theft From Building,8554,Thursday
2013-12-10,21.0,68586291,Robbery,8554,Tuesday
2013-03-26,14.0,68579597,All Other Larceny,8554,Tuesday
2013-04-11,14.0,68579642,Burglary/Breaking & Entering,8554,Thursday
2013-06-19,20.0,68581288,All Other Larceny,8554,Wednesday
2013-10-30,7.0,68584656,Robbery,8554,Wednesday
2013-01-05,21.0,68577965,Destruction/Damage/Vandalism of Property,8554,Saturday
2013-10-18,18.0,68584593,Theft From Building,8554,Friday
2013-01-23,11.0,68578712,All Other Larceny,8554,Wednesday
2013-01-30,20.0,68578733,Rape,8554,Wednesday
2013-03-22,18.0,68579589,Theft From Building,8554,Friday
2013-10-09,8.0,68583817,Theft From Motor Vehicle,8554,Wednesday
2013-02-18,9.0,68578787,Drug/Narcotic Violations,8554,Monday
2013-04-17,13.0,68580410,All Other Larceny,8554,Wednesday
2013-07-20,8.0,68582043,Drug/Narcotic Violations,8554,Saturday
2013-07-20,8.0,68582043,Drug Equipment Violations,8554,Saturday
2013-08-30,12.0,68582145,Intimidation,8554,Friday
2013-09-25,22.0,68583734,Drug/Narcotic Violations,8554,Wednesday
2013-09-25,22.0,68583734,Drug Equipment Violations,8554,Wednesday
2013-10-04,12.0,68585410,Embezzlement,8554,Friday
2013-12-12,0.0,68586296,Simple Assault,8554,Thursday
2013-02-21,0.0,68579530,Motor Vehicle Theft,8554,Thursday
2013-04-22,19.0,68580406,Motor Vehicle Theft,8554,Monday
2013-07-12,23.0,68582033,Drug/Narcotic Violations,8554,Friday
2013-01-12,5.0,68578680,Simple Assault,8554,Saturday
2013-09-12,12.0,68583792,Intimidation,8554,Thursday
2013-10-24,1.0,68584622,Burglary/Breaking & Entering,8554,Thursday
2013-10-09,15.0,68584623,Theft From Motor Vehicle,8554,Wednesday
2013-10-25,14.0,68584644,Theft From Building,8554,Friday
2013-11-05,13.0,68586315,Theft From Building,8554,Tuesday
2013-03-05,14.0,68579537,Theft From Building,8554,Tuesday
2013-07-12,23.0,68582030,Drug/Narcotic Violations,8554,Friday
2013-07-25,18.0,68582056,All Other Larceny,8554,Thursday
2013-09-06,23.0,68582911,Destruction/Damage/Vandalism of Property,8554,Friday
